year,mm,dd,hh,min,ss.s,L,latit,longit,depth,err(km),mag,tm,CAT,Io,Area,ST,Localities,(source) comments
1994,05,25,23,37,30.00,,-25.090,-45.060,  0.0,20, 2.1,1,"I",,,"SP","Margem Cont.","(IPT;IAG)"
1994,06,01,21,22,07.00,,-23.120,-40.970,  0.0,20, 3.3,1,"I",,,"RJ","Margem Cont.","(UnB;IAG)"
1994,06,08,05,32,33.00,,-19.380,-47.650,  0.0,5, 2.8,1,"I",,,"MG","Nova Ponte","(UnB)"
1994,06,09,00,26,40.00,,-23.450,-45.510,  2.0,2, 2.6,5,"I",,,"SP","Paraibuna","(IPT;IAG)"
1994,06,13,16,04,53.00,,-4.410,-38.290,  4.0,2, 2.1,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,06,14,14,44,41.00,,-4.410,-38.290,  4.0,2, 2.1,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,06,14,18,40,07.00,,-4.410,-38.290,  4.0,2, 2.1,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,06,14,20,18,08.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,06,15,14,08,07.00,,-4.410,-38.290,  4.0,2, 2.2,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1994,06,16,11,57,43.00,,-4.410,-38.290,  4.0,2, 2.1,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1994,06,18,21,02,07.00,,-4.410,-38.290,  4.0,2, 2.9,1,"I",,,"CE","Cascavel","(UFRN;IAG) varios"
1994,06,19,02,33,55.00,,-4.410,-38.290,  4.0,2, 2.2,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1994,06,19,19,33,20.00,,-4.410,-38.290,  4.0,2, 2.4,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,06,19,19,35,03.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1994,06,20,18,15,44.00,,-4.410,-38.290,  4.0,2, 2.6,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,06,21,02,00,01.00,,-4.410,-38.290,  4.0,2, 2.6,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,06,21,12,31,24.00,,-5.460,-35.690,  0.0,10, 2.3,5,"I",,,"RN","Joao Camara","(UFRN;IAG)"
1994,06,22,01,30,47.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1994,06,23,07,32,37.00,,-4.410,-38.290,  4.0,2, 2.5,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1994,06,23,07,44,31.00,,-4.410,-38.290,  4.0,2, 2.5,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,06,23,07,45,59.00,,-4.410,-38.290,  4.0,2, 2.5,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,06,23,18,45,34.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,06,23,23,15,16.00,,-4.410,-38.290,  4.0,2, 2.2,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,03,10,04,34.00,,-4.410,-38.290,  4.0,2, 2.3,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,07,08,09,45.00,,-4.410,-38.290,  4.0,2, 2.4,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,07,21,22,13.00,,-19.860,-46.960,  0.0,40, 2.5,1,"I",,,"MG","Tapira","(UnB)"
1994,07,07,22,15,59.00,,-24.020,-49.730,  0.0,20, 2.3,1,"I",,,"PR","Calogeras","(IPT;IAG)"
1994,07,13,02,52,02.00,,-21.850,-46.610,  0.0,5, 2.2,1,"I","4",1.270000,"MG","Pocos de Caldas","(IPT;IAG;UnB)"
1994,07,15,04,35,57.00,,-4.410,-38.290,  4.0,2, 2.1,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,24,09,32,11.00,,-4.410,-38.290,  4.0,2, 2.2,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,24,11,21,01.00,,-4.410,-38.290,  4.0,2, 2.5,1,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,24,11,30,53.00,,-4.410,-38.290,  4.0,2, 2.4,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,24,12,12,16.00,,-4.410,-38.290,  4.0,2, 2.7,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,24,13,56,02.00,,-4.410,-38.290,  4.0,2, 2.9,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,25,19,01,03.00,,-4.410,-38.290,  4.0,2, 2.2,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,27,15,17,22.00,,-19.130,-47.680,  0.0,5, 2.0,5,"I",,,"MG","Nova Ponte","(UnB)"
1994,07,28,04,08,02.00,,-19.100,-47.650,  0.0,5, 2.0,5,"I",,,"MG","Nova Ponte","(UnB)"
1994,07,29,16,03,16.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,30,00,15,47.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,01,20,38,04.00,,-4.410,-38.290,  4.0,2, 2.3,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,03,15,38,38.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1994,08,05,10,55,17.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,05,12,56,03.00,,-4.410,-38.290,  4.0,2, 2.8,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,05,18,42,36.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,06,22,19,31.00,,-10.510,-37.340,  0.0,50, 2.6,1,"I",,,"SE","Gado Bravo","(IAG) Explosao ?"
1994,08,08,02,50,35.00,,-4.410,-38.290,  4.0,2, 2.2,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,08,14,14,22.00,,-4.410,-38.290,  4.0,2, 2.4,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,08,15,06,10.00,,-4.410,-38.290,  4.0,2, 2.4,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,08,16,20,05.00,,-4.410,-38.290,  4.0,2, 2.2,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,10,02,41,42.00,,-4.410,-38.290,  4.0,2, 2.2,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,11,07,23,34.00,,-4.410,-38.290,  4.0,2, 3.5,1,"I",,,"CE","Cascavel","(UFRN;IAG;UnB)"
1994,08,11,07,27,57.00,,-4.410,-38.290,  4.0,2, 2.4,1,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,11,15,01,01.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,15,08,12,28.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,15,10,34,07.00,,-4.410,-38.290,  4.0,2, 2.1,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1994,08,21,05,12,23.00,,-21.320,-46.160,  1.0,2, 2.4,1,"I","3",,"MG","Areado","(IAG;IPT) varios"
1994,08,24,07,01,14.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,26,01,31,47.00,,-5.490,-36.540,  0.0,2, 3.0,1,"I",,,"RN","N.S. Rafael","(UFRN;UnB;IAG)varios"
1994,08,26,07,52,30.00,,-5.490,-36.540,  0.0,2, 2.6,1,"I",,,"RN","N.S. Rafael","(UFRN;UnB;IAG)"
1994,09,11,01,41,22.00,,-5.460,-35.690,  0.0,10, 3.5,1,"I",,,"RN","Joao Camara","(UFRN;IAG;UnB)"
1994,09,16,10,36,,,-5.460,-35.690,  0.0,10, 2.2,5,"I",,,"RN","Joao Camara","(UFRN)"
1994,09,20,07,09,46.00,,-4.410,-38.290,  4.0,2, 2.8,1,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,09,20,09,17,53.00,,-23.170,-46.110,  2.0,2, 2.6,5,"I",,,"SP","Igarata","(IPT;IAG)"
1994,09,21,06,31,17.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,09,22,20,11,,,-4.410,-38.290,  4.0,2, 2.3,5,"I",,,"CE","Cascavel","(UFRN)"
1994,09,23,01,05,17.00,,-13.420,-39.660,  0.0,40, 2.7,1,"I","3-4",,"BA","Jaguaquara","(IAG)"
1994,09,29,18,16,45.00,,-4.410,-38.290,  4.0,2, 2.3,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,10,02,22,38,48.00,,-4.410,-38.290,  4.0,2, 2.1,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,10,02,23,17,48.00,,-4.410,-38.290,  4.0,2, 2.1,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,10,23,11,39,33.00,,-4.410,-38.290,  4.0,2, 2.1,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,10,27,00,28,19.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,11,01,14,42,41.00,,-5.650,-35.850,  0.0,10, 2.2,5,"I",,,"RN","Joao Camara","(UFRN;IAG)"
1994,11,04,12,19,47.00,,-4.410,-38.290,  4.0,2, 2.8,1,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,11,13,04,47,17.00,,-20.200,-44.400,  0.0,10, 3.0,1,"I","4-5",1.650000,"MG","Brumadinho","(IAG;UnB;IPT)"
1994,11,15,03,10,44.00,,-4.410,-38.290,  4.0,2, 2.5,1,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,12,31,19,17,51.00,,-19.020,-43.750,  0.0,10, 2.4,1,"I","4",0.100000,"MG","Sant. Riacho","(UnB;IAG) varios"
1995,01,11,17,37,06.00,,-17.220,-48.620,  0.0,20, 2.5,1,"I",,,"GO","Pires do Rio","(UnB)"
1995,01,13,18,22,,,-4.410,-38.290,  0.0,2, 2.2,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1995,01,13,20,46,,,-4.410,-38.290,  0.0,2, 2.6,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1995,01,18,19,21,08.00,,-4.410,-38.290,  0.0,2, 2.5,5,"I",,,"CE","Cascavel","(UFRN;UnB)"
1995,01,18,20,45,07.00,,-4.410,-38.290,  0.0,2, 2.2,5,"I",,,"CE","Cascavel","(UFRN;UnB)"
1995,01,18,21,45,,,-4.410,-38.290,  0.0,2, 2.6,5,"I",,,"CE","Cascavel","(UFRN)"
1995,01,20,14,21,47.00,,-4.410,-38.290,  0.0,2, 2.1,5,"I",,,"CE","Cascavel","(UFRN;UnB)"
1995,01,28,03,23,00.00,,-23.990,-49.180,  0.0,20, 2.5,1,"I",,,"SP","Itarare","(IPT;IAG)"
1995,02,09,03,30,31.00,,-24.630,-45.690,  0.0,80, 2.2,1,"I",,,"SP","Margem Cont.","(IPT;IAG)"
1995,02,09,22,17,22.00,,-12.470,-54.200,  0.0,80, 3.7,1,"I",,,"MT","Consul","(UnB)"
1995,02,10,07,27,19.00,,-21.780,-46.510,  0.0,30, 2.1,1,"I",,,"MG","Pocos Caldas","(IPT;UnB;IAG)"
1995,03,11,03,52,06.00,,-26.130,-48.390,  0.0,30, 2.8,1,"I",,,"SC","Plat. Cont.","(IPT;IAG;COPEL;UFRS)"
1995,03,12,14,42,08.00,,-5.550,-35.880,  0.0,30, 2.3,5,"I",,,"RN","Joao Camara","(UFRN)"
1995,03,14,20,42,11.00,,-13.750,-47.720,  0.0,50, 2.4,1,"I",,,"GO","Cavalcante","(UnB)"
1995,03,18,02,59,31.00,,-24.500,-49.870,  0.0,10, 2.5,1,"I","5",,"PR","Pirai do Sul","(IAG;IPT;COPEL)"
1995,03,20,03,26,38.00,,-5.370,-35.940,  0.0,30, 2.9,5,"I",,,"RN","Joao Camara","(UFRN;UnB)"
1995,03,20,11,00,,,-5.530,-35.750,  0.0,30, 2.1,5,"I",,,"RN","Joao Camara","(UFRN)"
1995,03,20,12,12,58.00,,-12.270,-49.320,  0.0,50, 2.6,1,"I",,,"TO","Figueiropol.","(UnB)"
1995,03,27,02,37,58.00,,-13.430,-48.610,  0.0,50, 2.0,1,"I",,,"GO","S.T.de Goias","(UnB)"
1995,03,29,00,41,36.00,,-7.110,-40.220,  0.0,30, 2.6,1,"I",,,"CE","Aiuaba","(UFRN;IAG;UnB)"
1995,04,02,11,17,37.00,,-24.980,-48.410,  0.0,20, 2.5,1,"I",,,"SP","Rio Vermelho","(IPT)"
1995,04,12,17,28,01.00,,-12.290,-40.380,  0.0,50, 2.2,1,"I",,,"BA","Itaberaba","(IAG) Explosao ?"
1995,04,19,21,11,23.00,,-19.120,-47.570,  0.0,10, 2.5,1,"I",,,"MG","Nova Ponte","(UnB)"
1995,04,21,08,51,27.00,,-19.140,-47.670,  0.0,5, 3.5,1,"I","3",,"MG","Nova Ponte","(UnB;IPT;IAG)"
1995,04,22,16,50,50.00,,-4.410,-38.290,  4.0,2, 3.5,1,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1995,04,23,01,36,57.00,,-4.670,-38.190,  0.0,20, 2.7,1,"I",,,"CE","Hidrolandia","(UFRN;UnB;IAG)"
1995,04,28,13,33,08.00,,-5.610,-35.610,  0.0,10, 2.6,1,"I",,,"RN","Taipu","(UFRN;IAG;UnB)"
1995,05,02,16,49,26.00,,-25.680,-48.310,  0.0,50, 3.1,1,"I",,,"SP","Margem Cont.","(IPT)"
1995,05,04,00,50,51.00,,-25.330,-43.980,  0.0,50, 2.5,1,"I",,,"SP","Margem Cont.","(IPT;IAG)"
1995,05,07,17,57,16.00,,-13.370,-49.030,  0.0,30, 2.0,1,"I",,,"GO","Porangatu","(UnB)"
1995,05,10,01,37,56.00,,-3.910,-40.410,  0.0,5, 3.4,1,"I",,,"CE","Groairas","(UFRN;IAG)"
1995,05,22,00,56,24.00,,-23.170,-46.150,  0.0,2, 2.0,1,"I","4",0.015000,"SP","Igarata","(IPT;IAG) Induzido"
1995,05,26,19,43,44.00,,-20.200,-47.650,  0.0,50, 2.9,1,"I",,,"SP","Buritizal","(UnB)"
1995,05,27,23,19,44.00,,-20.010,-44.700,  0.0,20, 3.1,1,"I",,,"MG","Igaratinga","(UnB;IPT;IAG)"
1995,05,28,09,22,59.00,,-20.930,-47.650,  0.0,50, 2.7,1,"I",,,"SP","Batatais","(UnB)"
1995,05,29,11,58,20.00,,-19.460,-47.570,  0.0,20, 2.5,1,"I",,,"MG","Nova Ponte","(UnB)"
1995,05,30,01,41,13.00,,-10.790,-38.190,  0.0,50, 2.2,1,"I",,,"SE","Poço Verde","(IAG)"
1995,05,30,13,01,20.00,,-20.920,-47.630,  0.0,50, 2.6,1,"I",,,"SP","Nuporanga","(UnB)"
1995,05,30,19,43,08.00,,-19.680,-47.500,  0.0,30, 3.0,1,"I",,,"MG","Nova Ponte","(UnB)"
1995,05,31,00,36,47.00,,-25.150,-44.600,  0.0,50, 3.0,1,"I",,,"SP","Margem Cont.","(IAG;IPT)"
1995,06,02,09,32,11.00,,-20.540,-47.660,  0.0,50, 2.9,1,"I",,,"SP","Sao Jose","(UnB)"
1995,06,03,05,26,31.00,,-18.030,-46.740,  0.0,50, 3.1,1,"I",,,"GO","Vazante","(UnB;IAG)"
1995,06,03,19,50,03.00,,-19.430,-47.810,  0.0,30, 2.6,1,"I",,,"MG","Nova Ponte","(UnB)"
1995,06,04,02,49,24.00,,-19.560,-45.660,  0.0,60, 2.5,1,"I",,,"MG","Dores Indaia","(UnB;IAG)"
1995,06,04,03,19,53.00,,-20.000,-45.670,  0.0,20, 2.5,1,"I",,,"MG","Lagoa Prata","(UnB;IAG;IPT)"
1995,06,05,06,51,37.00,,-19.380,-45.760,  0.0,60, 2.4,1,"I",,,"MG","Dores Indaia","(UnB;IAG)"
1995,06,06,00,32,22.00,,-20.320,-48.410,  0.0,30, 2.8,1,"I",,,"SP","Guaira","(UnB;IPT;IAG)"
1995,06,06,17,42,04.00,,-21.020,-47.550,  0.0,40, 2.5,1,"I",,,"SP","Altinopolis","(UnB)"
1995,06,06,17,43,43.00,,-21.030,-47.600,  0.0,40, 2.7,1,"I",,,"SP","Altinopolis","(UnB)"
1995,06,08,03,48,11.00,,-19.500,-45.740,  0.0,60, 2.5,1,"I",,,"MG","Dores Indaia","(UnB;IAG)"
1995,06,08,20,00,13.00,,-20.860,-47.570,  0.0,50, 2.5,1,"I",,,"SP","Batatais","(UnB)"
1995,06,18,08,44,44.00,,-24.000,-49.510,  0.0,10, 2.6,1,"I",,,"PR","Reianopolis","(IPT;IAG)"
1995,06,21,02,57,43.00,,-10.790,-48.340,  0.0,20, 2.9,1,"I",,,"TO","Porto Nacional","(UnB;IAG)"
1995,06,23,20,01,07.00,,-21.120,-44.410,  0.0,60, 2.0,1,"I",,,"MG","Cassiterita","(UnB)"
1995,06,25,16,57,,,-23.450,-45.520,  0.0,5, 2.0,1,"I",,,"SP","Paraibuna","(IPT;IAG)"
1995,06,27,00,14,50.00,,-5.530,-35.750,  0.0,30, 2.0,1,"I",,,"RN","Joao Camara","(UFRN)"
1995,06,27,04,13,53.00,,-5.530,-35.750,  0.0,30, 2.1,1,"I",,,"RN","Joao Camara","(UFRN)"
1995,06,27,04,14,,,-5.530,-35.750,  0.0,30, 2.0,1,"I",,,"RN","Joao Camara","(UFRN)"
1995,07,18,09,40,24.00,,-5.530,-35.750,  0.0,30, 2.0,1,"I",,,"RN","Joao Camara","(UFRN)"
1995,07,20,23,07,49.00,,-24.640,-46.550,  0.0,50, 2.1,1,"I",,,"SP","Margem Cont.","(IPT)"
1995,07,26,20,27,38.00,,-20.410,-45.490,  0.0,10, 2.3,1,"I",,,"MG","Formiga","(IAG) Explosao ?"
1995,08,06,07,03,40.00,,-22.690,-51.550,  0.0,50, 2.7,1,"I",,,"PR","Maira","(IPT;IAG)"
1995,08,10,19,16,32.00,,-9.860,-50.540,  0.0,70, 2.9,1,"I",,,"MT","Vila Rica","(UnB)"
1995,08,24,03,20,06.00,,-19.170,-47.860,  0.0,20, 3.0,1,"I",,,"MG","Nova Ponte","(UnB)"
1995,08,24,21,31,10.00,,-5.530,-35.750,  0.0,30, 2.5,1,"I",,,"RN","Joao Camara","(UFRN)"
1995,08,27,12,12,,,-16.670,-43.940,  0.0,10, 2.6,1,"I",,,"MG","Montes Claros","(IAG;UnB;IPT)"
1995,08,27,20,08,35.00,,-16.670,-43.940,  0.0,10, 3.7,1,"I","6",,"MG","Montes Claros","(IAG;UnB;IPT)"
1995,08,28,12,59,58.00,,-16.670,-43.940,  0.0,10, 2.4,1,"I",,,"MG","Montes Claros","(IAG;UnB;IPT)"
1995,09,21,17,00,,,-11.930,-61.930,  0.0,5, 2.6,4,"C","3",,"RO","Rolim de Moura","(IAG)"
1995,10,04,06,55,53.00,,-14.890,-48.780,  0.0,40, 2.0,1,"I",,,"GO","Dois Irmaos","(UnB)"
1995,10,12,10,45,,,-4.410,-38.290,  0.0,2, 2.5,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1995,10,28,06,07,,,-23.730,-53.210,  0.0,50, 2.8,1,"I",,,"PR","Lovat","(IPT)"
1995,10,30,02,37,15.00,,-5.530,-35.750,  0.0,30, 2.3,1,"I",,,"RN","Joao Camara","(UFRN)"
1995,11,02,06,55,51.00,,-13.600,-48.950,  0.0,30, 2.5,1,"I",,,"GO","S.T. de Goias","(UnB)"
1995,11,10,17,27,42.00,,-18.780,-44.700,  0.0,50, 2.5,1,"I",,,"MG","Formiga","(IAG) Explosao ?"
1995,11,25,06,22,03.00,,-5.530,-35.750,  0.0,30, 2.2,1,"I",,,"RN","Joao Camara","(UFRN)"
1995,11,25,19,12,49.00,,-5.530,-35.750,  0.0,30, 2.5,1,"I",,,"RN","Joao Camara","(UFRN)"
1995,11,26,02,52,03.00,,-19.830,-46.240,  0.0,30, 2.3,1,"I",,,"MG","Campos Altos","(IPT;UnB;IAG)"
1995,12,11,20,49,47.00,,-13.810,-48.850,  0.0,40, 2.7,1,"I",,,"GO","Formoso","(UnB)"
1995,12,27,09,53,44.00,,-5.530,-35.750,  0.0,30, 2.4,1,"I",,,"RN","Joao Camara","(UFRN)"
1995,12,27,21,29,14.00,,-5.530,-35.750,  0.0,30, 2.0,1,"I",,,"RN","Joao Camara","(UFRN)"
1995,12,29,13,59,52.00,,-13.820,-49.430,  0.0,100, 2.4,1,"I",,,"GO","Mutunopolis","(UnB)"
1996,01,13,00,33,09.00,,-28.040,-46.380,  0.0,50, 3.2,1,"I",,,"SC","Margem Cont.","(IAG;IPT;COPEL;UFRS)"
1996,01,19,16,18,30.00,,-5.520,-35.730,  0.0,10, 2.7,1,"I",,,"RN","Joao Camara","(UFRN;IAG)"
1996,01,19,16,21,31.00,,-5.520,-35.730,  0.0,10, 2.3,1,"I",,,"RN","Joao Camara","(UFRN;IAG)"
1996,01,29,18,47,22.00,,-17.030,-49.810,  0.0,30, 2.2,1,"I",,,"GO","Hidrolandia","(UnB)"
1996,02,23,23,27,09.00,,-21.950,-48.680,  0.0,5, 2.9,1,"I",,,"SP","Bariri","(IPT;UnB;IAG;COPEL)"
1996,02,28,05,34,51.00,,-19.580,-48.200,  0.0,50, 2.8,1,"I",,,"MG","Nova Ponte","(UnB)"
1996,03,01,03,39,33.00,,-15.610,-51.870,  0.0,4, 3.2,1,"I",,,"MT","Araguaiana","(UnB)"
1996,03,07,05,46,42.00,,-25.500,-45.430,  0.0,50, 2.0,1,"I",,,"PR","Margem Cont.","(IPT)"
1996,03,13,05,05,58.00,,-15.610,-51.870,  0.0,4, 3.6,1,"I",,,"MT","Araguaiana","(UnB;IPT;IAG)"
1996,03,21,18,49,29.00,,-15.610,-51.870,  0.0,4, 3.4,1,"I",,,"MT","Araguaiana","(UnB)"
1996,03,21,18,53,42.00,,-15.610,-51.870,  0.0,4, 3.1,1,"I",,,"MT","Araguaiana","(UnB)"
1996,03,22,06,17,07.00,,-15.610,-51.870,  0.0,4, 2.9,1,"I",,,"MT","Araguaiana","(UnB)"
1996,03,28,11,50,00.00,,-15.610,-51.870,  0.0,4, 3.1,1,"I",,,"MT","Araguaiana","(UnB)"
1996,03,28,15,05,53.00,,-24.870,-44.240,  0.0,30, 3.1,1,"I",,,"SP","Margem Cont.","(IPT;UnB;IAG)"
1996,03,30,21,32,56.00,,-15.610,-51.870,  0.0,4, 3.2,1,"I",,,"MT","Araguaiana","(UnB;IAG)"
1996,04,04,21,45,33.00,,-19.920,-44.350,  0.0,50, 2.7,1,"I",,,"MG","Betim","(UnB;IAG)"
1996,04,09,05,17,00.00,,-21.290,-47.320,  0.0,5, 2.8,5,"I",,,"SP","Cajuru","(IPT)"
1996,04,15,04,56,43.00,,-15.760,-51.930,  0.0,50, 2.6,1,"I",,,"MT","Araguaiana","(UnB)"
1996,04,21,02,55,57.00,,-23.960,-44.680,  0.0,30, 2.2,1,"I",,,"SP","Margem Cont.","(IPT;IAG)"
1996,04,24,20,03,55.00,,-26.470,-45.380,  0.0,30, 3.0,1,"I",,,"SC","Margem Cont.","(IAG;IPT)"
1996,04,27,09,04,18.00,,-15.640,-51.910,  0.0,50, 2.6,1,"I",,,"MT","Araguaiana","(UnB)"
1996,04,27,14,47,12.00,,-18.120,-43.690,  0.0,60, 3.2,1,"I",,,"MT","Alto Garcas","(UnB)"
1996,04,30,13,11,06.00,,-24.140,-46.960,  0.0,20, 2.0,1,"I",,,"SP","Margem Cont.","(IPT)"
1996,05,01,12,43,53.00,,-12.570,-48.050,  0.0,20, 2.7,1,"I",,,"TO","S.STocantins","(UnB)"
1996,05,08,19,02,13.00,,-21.290,-47.320,  0.0,5, 2.0,1,"I","2",,"SP","Cajuru","(IAG;IPT)"
1996,05,09,05,17,04.00,,-21.390,-47.250,  0.0,10, 2.7,1,"I","4",,"SP","Cajuru","(IAG;IPT;UnB)"
1996,05,10,02,45,18.00,,-15.790,-51.730,  0.0,50, 2.7,1,"I",,,"MT","Araguaiana","(UnB)"
1996,05,10,06,00,43.00,,-15.610,-51.870,  1.0,4, 3.4,1,"I","6",,"MT","Araguaiana","(UnB;IPT;IAG;Marza etal.1997)"
1996,05,12,15,06,30.00,,-21.190,-46.300,  0.0,10, 2.2,1,"I",,,"MG","Jureia","(IPT;IAG;UnB)"
1996,05,13,20,43,25.00,,-15.610,-51.870,  0.0,4, 2.6,1,"I",,,"MT","Araguaiana","(UnB)"
1996,05,19,19,14,48.00,,-15.610,-51.870,  0.0,4, 2.2,1,"I",,,"MT","Araguaiana","(UnB)"
1996,06,03,05,18,29.00,,-13.030,-50.350,  0.0,50, 2.7,1,"I",,,"GO","S.M.Araguaia","(UnB)"
1996,06,11,20,38,37.00,,-22.730,-48.680,  0.0,50, 3.4,1,"I",,,"SP","Areiopolis","(UnB)"
1996,06,13,03,50,20.00,,-26.700,-45.680,  0.0,40, 2.8,1,"I",,,"SC","Margem Cont.","(IPT;IAG)"
1996,06,13,13,15,,,-15.250,-40.250,  0.0,10, 2.1,4,"C","2",,"BA","Itapetinga","(UnB)"
1996,06,18,00,38,59.00,,-13.780,-48.240,  0.0,50, 2.2,1,"I",,,"GO","Campinacu","(UnB)"
1996,06,18,00,38,59.00,,-13.880,-48.140,  0.0,70, 2.2,1,"I",,,"GO","Campinacu","(UnB)"
1996,06,19,05,30,14.00,,-14.150,-48.680,  0.0,80, 2.2,1,"I",,,"GO","Campinacu","(UnB)"
1996,06,21,00,45,34.00,,-14.210,-48.430,  0.0,70, 2.1,1,"I",,,"GO","Campinacu","(UnB)"
1996,06,26,00,33,44.00,,-13.310,-48.450,  0.0,60, 2.5,1,"I",,,"GO","Minacu","(UnB)"
1996,06,28,02,46,34.00,,-22.940,-45.210,  0.0,20, 2.4,1,"I",,,"SP","Roseira","(IAG;IPT)"
1996,07,01,23,20,,,-10.750,-62.220,  0.0,20, 3.2,5,"I","4-5",,"RO","Ouro Preto","(UnB)"
1996,07,10,07,20,30.00,,-15.610,-51.990,  0.0,50, 2.3,1,"I",,,"MT","Araguaiana","(UnB)"
1996,07,18,08,09,11.00,,-13.820,-48.310,  0.0,40, 2.3,1,"I",,,"GO","Campinacu","(UnB)"
1996,07,27,23,34,57.00,,-23.880,-57.020,  0.0,50, 3.0,1,"I",,,"PY","Paraguai","(IPT;COPEL)"
1996,08,02,08,34,29.00,,-13.980,-48.530,  0.0,70, 2.2,1,"I",,,"GO","Campinacu","(UnB)"
1996,08,03,15,14,11.00,,-19.310,-47.880,  0.0,30, 2.5,1,"I",,,"MG","Nova Ponte","(UnB)"
1996,08,10,01,47,13.00,,-16.730,-51.790,  0.0,30, 2.3,1,"I",,,"MT","Araguaiana","(UnB)"
1996,08,15,09,24,36.00,,-15.610,-51.870,  0.0,4, 3.4,1,"I",,,"MT","Araguaiana","(UnB)"
